0.077674246,0.079356883,0.08109028,0.082872648,0.084701996,0.08657614,0.088492705,0.090449128,0.092442665,0.094470391
0.070853462,0.072388342,0.073969525,0.075595378,0.077264086,0.078973657,0.080721923,0.082506547,0.084325026,0.086174693
0.061537258,0.062870323,0.064243604,0.065655681,0.067104978,0.068589765,0.070108159,0.071658131,0.073237506,0.074843969
0.122227977,0.12487577,0.127603439,0.130408168,0.133286825,0.136235974,0.139251875,0.142330496,0.14546752,0.148658345
0.086867082,0.08874886,0.090687407,0.09268072,0.094726574,0.096822525,0.098965918,0.101153886,0.103383359,0.10565107
0.05743402,0.058678198,0.059959909,0.061277831,0.06263049,0.064016273,0.065433423,0.066880044,0.068354108,0.069853453
0.078305157,0.080001461,0.081748938,0.083545783,0.08538999,0.087279357,0.089211489,0.091183803,0.093193532,0.095237729
0.072330689,0.073897569,0.075511719,0.077171469,0.078874969,0.080620182,0.082404898,0.08422673,0.086083122,0.087971353
0.080976459,0.081852669,0.08273858,0.083633871,0.084538208,0.08545123,0.08637255,0.08730175,0.088238377,0.089181949
0.033990972,0.034358774,0.034730646,0.035106457,0.035486065,0.035869318,0.036256055,0.036646099,0.037039261,0.037435338
0.021575189,0.021808644,0.022044684,0.022283224,0.022524173,0.022767437,0.023012911,0.023260485,0.023510038,0.023761441
0.082186748,0.083076054,0.083975206,0.084883878,0.085801732,0.0867284,0.08766349,0.088606578,0.089557204,0.090514879
0.040275529,0.040711333,0.041151961,0.041597255,0.042047048,0.042501161,0.042959401,0.04342156,0.043887414,0.044356721
0.029335115,0.029652537,0.029973474,0.030297808,0.03062542,0.030956178,0.031289942,0.03162656,0.03196587,0.032307695
0.042680541,0.043142369,0.043609309,0.044081193,0.044557845,0.045039075,0.045524678,0.046014434,0.046508106,0.047005437
0.031323316,0.031662252,0.03200494,0.032351256,0.032701072,0.033054247,0.033410632,0.033770065,0.034132371,0.034497364
