-366,60,-499,2888,-701,-1108,989,0,-253,-1919,-2607,-160,-1005,-524,-1344,52
-405,-3,-448,2907,-580,-1044,2111,82,-248,-1987,-2383,-64,-1042,-614,-2351,-7
-386,-52,-475,2873,-533,-1044,3084,52,-217,-2013,-2332,-188,-1101,-592,-1930,-22
-372,5,-477,2796,-533,-1135,4325,128,-158,-1925,-2319,-198,-1125,-556,-2532,39
-458,22,-414,2820,-612,-1118,5068,88,-113,-2179,-2272,-273,-1080,-558,-3465,88
-414,41,-371,2758,-605,-1029,3525,79,-151,-2025,-2206,-184,-1050,-548,-3567,-39
-646,-301,-839,2302,-939,-1491,2492,-390,-373,-2428,-2690,-616,-1542,-1069,-3705,-701
-553,-62,-558,2503,-639,-1235,2415,-137,-158,-2074,-2287,-220,-1059,-690,-2700,-365
-479,-69,-586,2632,-701,-1238,1877,-173,-209,-2079,-2234,-211,-1137,-633,-2685,-96
-479,24,-526,2931,-737,-1131,2055,-86,-146,-2045,-2234,-252,-1089,-661,-2187,156
-475,50,-614,3071,-692,-1163,2204,-77,-177,-2074,-2179,-158,-1048,-633,-309,375
-393,41,-614,3218,-778,-1195,2292,-86,-179,-2004,-2189,-192,-1069,-729,229,441
-370,94,-560,3535,-699,-1135,2760,18,-170,-1885,-2209,-77,-956,-675,-309,441
-394,318,-507,3416,-648,-1074,3220,1,-222,-1893,-2234,-137,-999,-661,-9,437
-401,384,-586,3220,-680,-1108,2901,69,-188,-1923,-2279,-139,-1020,-624,-2696,297
-374,405,-531,3143,-646,-1065,2477,28,-185,-1908,-2100,-105,-967,-688,-1589,145
-692,50,-1005,2684,-997,-1608,1762,-580,-377,-2323,-2532,-614,-1504,-993,94,-339
-512,439,-597,2886,-799,-1257,2019,-158,-233,-2006,-2334,-196,-1118,-639,-1657,-164
-445,586,-790,2839,-665,-1180,2273,-237,-165,-2017,-2277,-222,-1095,-799,-2700,-71
-439,486,-665,2828,-622,-1184,2820,-177,-185,-1974,-2304,-271,-1048,-886,-3062,79
-411,407,-614,2899,-758,-1082,3154,-141,-189,-1981,-2226,-196,-1044,-631,-3067,0
-392,416,-641,2784,-673,-1084,3043,-101,-112,-2017,-2217,-124,-1057,-620,-3020,122
-405,348,-601,2779,-756,-1146,2745,-120,-128,-1925,-2372,-160,-1035,-729,-3160,139
-362,329,-663,2764,-722,-1099,2571,-60,-59,-1795,-2243,-98,-952,-605,-2992,56
-383,284,-699,2679,-667,-1012,2426,-41,-87,-1872,-2213,-101,-1016,-690,-2798,133
-367,128,-588,2698,-650,-1061,2151,-22,-128,-1993,-2228,-75,-1044,-597,-2717,171
-588,-160,-1046,2362,-1103,-1491,1225,-435,-266,-2532,-2668,-516,-1519,-1146,-3011,-299
-520,145,-703,2643,-805,-1125,1708,-49,-138,-2115,-2338,-220,-1089,-807,-2611,69
-412,92,-746,2720,-656,-1231,2068,-5,-171,-1949,-2317,-115,-999,-709,-2351,111
-347,109,-671,2769,-654,-1229,1472,-207,-129,-1913,-2306,-158,-1027,-746,-1561,88
-344,39,-537,2652,-635,-1161,-780,-188,-100,-1959,-2404,-186,-1086,-729,-1016,218
-274,-39,-533,2671,-609,-1099,-2306,-81,-102,-1908,-2226,-9,-1067,-767,-1423,192
-262,-109,-577,2760,-654,-1125,-3403,-132,-102,-1898,-2264,-45,-1016,-827,-1870,299
-334,-111,-622,2769,-697,-1071,290,-94,-160,-1868,-2306,-81,-1027,-712,-2125,220
-325,-35,-595,2777,-675,-988,7651,45,-184,-1934,-2253,-35,-1025,-731,-2211,152
-317,-149,-680,2903,-658,-1031,12267,241,-164,-1940,-2228,-32,-899,-701,-2134,167
-550,-473,-1035,2388,-1031,-1499,9504,-175,-358,-2451,-2700,-488,-1476,-1216,-2720,-279
-473,-64,-727,2722,-673,-1129,5247,60,-189,-2062,-2304,-132,-988,-805,-2487,199
-448,109,-673,2875,-795,-1016,4048,54,-171,-2094,-2421,-222,-1118,-910,-2362,62
-426,222,-516,2888,-771,-1052,3597,-60,-216,-2117,-2347,-273,-1076,-733,-2213,45
-435,433,-313,2884,-684,-1067,2464,-128,-192,-2123,-2413,-143,-931,-765,-2247,0
-517,484,-288,2856,-646,-1069,2275,-250,-177,-2053,-2415,-203,-974,-842,-2426,7
-497,341,-256,2824,-690,-1099,2168,-143,-220,-2019,-2277,-179,-1010,-758,-2832,-17
-370,77,-279,2914,-714,-1167,1923,-83,-199,-2019,-2345,-179,-1061,-712,-2715,-22
-303,-433,-782,2986,-656,-1144,1796,-316,-169,-2068,-2392,-113,-1082,-712,-2771,-49
-259,-520,-863,2911,-556,-1093,1932,-311,-150,-1889,-2421,-175,-1014,-573,-3077,-11
-443,-1127,-1289,2503,-1031,-1399,1519,-588,-367,-2336,-2809,-646,-1523,-1018,-3478,-245
-341,-575,-1361,2830,-577,-1142,2066,-228,-187,-1898,-2413,-139,-1150,-514,-2824,397
-323,-269,-1093,2784,-703,-1193,1926,-299,-146,-1908,-2385,-173,-1120,-524,-2896,629
-397,-301,-788,2782,-622,-1099,1502,-541,-152,-2200,-2240,-252,-1069,-620,-1010,586
-467,-156,-750,2860,-529,-1022,1195,-471,-150,-2117,-2279,-282,-1161,-414,2843,331
-461,126,-560,2779,-497,-1057,1862,-137,-147,-2017,-2296,-126,-1131,633,1823,269
-480,855,-507,2818,-531,-1103,2109,137,-191,-1881,-2351,-28,-1086,1596,-673,233
-401,1187,-337,2771,-614,-1112,2285,309,-86,-1672,-2272,-113,-1048,1263,-1546,216
-345,812,-384,2750,-701,-1065,2415,510,-133,-1763,-2079,-81,-1008,58,-2590,145
-326,503,-554,2860,-661,-1048,1634,586,-27,-1868,-2234,-107,-1001,-1776,-2466,22
-568,-303,-1210,2428,-963,-1468,463,-256,-285,-2032,-2696,-505,-1531,-3889,-2945,-416
-477,-773,-1110,2733,-609,-1069,348,-58,-110,-1759,-2117,-226,-1157,-3908,-2443,-71
-325,-369,-1276,2848,-567,-978,837,-213,-85,-1936,-2108,-111,-1127,-2500,-2702,-86
-345,-388,-971,2728,-554,-1082,1889,-216,-123,-1861,-2304,-147,-1078,-1361,-2698,3
-374,-354,-876,2813,-567,-1086,3161,-94,-144,-1883,-2396,-167,-999,-722,-2675,3
-377,-228,-910,2788,-620,-1001,4010,-126,-120,-2223,-2402,-194,-1086,-548,-2336,103
-356,-399,-603,2865,-673,-1050,3337,-111,-136,-2177,-2894,-216,-1035,-482,-910,37
-391,-77,-480,2879,-714,-1016,2017,-124,-130,-2226,-2602,-107,-914,-916,-661,79
-406,18,-514,2918,-699,-1118,1860,-154,-128,-2272,-2336,-90,-925,-1942,-1925,75
-396,-66,-411,2894,-654,-1116,1429,-137,-114,-1974,-2389,-90,-997,-1678,-1876,152
-634,-403,-801,2454,-1131,-1548,556,-537,-280,-2504,-2728,-671,-1504,-1131,-995,-394
-523,103,-637,2809,-801,-1201,2181,-254,-123,-2160,-2264,-384,-1103,-56,-1084,-39
-521,177,-486,2867,-741,-1155,3244,-179,-160,-2008,-2355,-256,-1118,382,-3546,160
-492,192,-509,2920,-733,-1180,3976,-35,-152,-1870,-2375,-273,-948,307,-3556,5
-446,277,-405,2888,-563,-1159,4649,-56,-151,-1836,-2311,-313,-1025,-64,-2775,-235
-492,358,-431,2824,-590,-1112,1476,56,-138,-1849,-2366,-254,-1086,-441,-3516,-448
-431,414,-501,2786,-643,-1005,258,-22,-131,-1938,-2366,-258,-939,-846,-4268,-365
-402,450,-454,2737,-712,-1012,1977,-11,-132,-2057,-2338,-120,-1040,-1542,-2481,128
-374,569,-426,2756,-705,-1063,3314,-22,-145,-1936,-2264,-160,-1123,-1548,-2268,395
-341,405,-399,2724,-622,-1052,5754,-37,-169,-1998,-2189,-186,-1005,-873,-3456,476
-467,58,-848,2202,-1005,-1482,6225,-369,-348,-2349,-2698,-618,-1421,-1103,-4176,235
-413,467,-680,2368,-667,-1137,4353,-49,-138,-1974,-2328,-115,-1065,-535,-2771,667
-385,469,-582,2390,-612,-1069,3561,-154,-186,-1944,-2341,-137,-1131,-524,1084,473
-374,512,-503,2530,-514,-1093,2788,-137,-186,-1825,-2266,-192,-1069,-494,3273,209
-430,554,-531,3016,-618,-1133,2292,-45,-204,-1949,-2209,-203,-984,-401,3729,26
-466,622,-503,3267,-682,-1178,2224,-96,-220,-1857,-2213,-254,-1046,-473,2409,26
-462,533,-394,3601,-969,-1103,2364,-243,-264,-1910,-2266,-164,-1061,-443,-2053,148
-381,429,-511,3838,-1086,-1103,2358,-192,-145,-1876,-2268,-30,-976,-299,-1127,160
-368,373,-535,3682,-946,-1176,2066,-162,-187,-1919,-2330,-141,-1037,-311,-418,260
-372,275,-501,2713,-799,-1178,2094,20,-188,-1881,-2319,-137,-978,-431,-2321,218
-542,-118,-1063,1308,-1099,-1493,1561,-501,-433,-2315,-2803,-577,-1527,-839,-2973,-260
-432,82,-754,1280,-814,-1108,1374,-188,-231,-1985,-2366,-235,-1167,-520,-3224,94
-419,3,-646,1302,-859,-1163,742,-120,-219,-1938,-2326,-237,-1074,-503,-3663,13
-380,-58,-637,1412,-818,-1312,727,-143,-219,-1964,-2381,-218,-1069,-673,-3718,16
-390,41,-652,1742,-422,-1216,1387,-47,-218,-1985,-2309,-269,-1061,-609,-3812,65
-345,-77,-739,2624,-339,-1076,2034,-79,-164,-1927,-2238,-107,-982,-431,-3786,122
-383,-96,-701,3210,-341,-1050,3135,-90,-106,-2023,-2277,-186,-1116,-641,-3676,97
-381,-164,-565,3403,-290,-997,4472,-45,-135,-1896,-2253,-149,-956,-673,-3612,3
-356,24,-629,4351,-158,-1059,3537,-20,-197,-1853,-2268,-181,-948,-595,-3363,-22
-366,126,-690,5030,-222,-1042,2647,-184,-170,-1829,-2334,-205,-910,-605,-2074,71
-525,-301,-1054,5009,-899,-1489,1902,-490,-349,-2389,-2707,-648,-1408,-1044,-1050,-418
-399,167,-729,5507,-837,-1108,1919,-184,-185,-2051,-2385,-258,-1082,-705,-1433,75
-372,194,-797,5102,-758,-1120,2013,-132,-164,-2094,-2368,-181,-1054,-703,-2238,269
-359,75,-731,4174,-939,-1108,2658,-15,-122,-2098,-2268,-181,-1035,-703,-3165,301
-324,18,-737,3143,-1078,-1172,3408,-39,-111,-2123,-2400,-230,-1040,-790,-4033,371
-370,122,-752,2253,-1089,-1125,3642,7,-102,-2068,-2206,-56,-1016,-703,-3959,403
-368,111,-671,2158,-1142,-1120,2782,-30,-115,-2066,-2349,3,-1063,-684,-2462,284
-403,24,-716,2345,-737,-1005,2222,-101,-72,-2023,-2260,-149,-961,-675,-1587,284
-375,-47,-675,2496,-658,-890,2138,-90,-132,-2038,-2332,-167,-1042,-786,-386,224
-354,11,-586,2771,-571,-842,2207,-43,-72,-2006,-2332,-169,-1044,-805,3188,135
-567,-494,-1037,2632,-976,-1257,1815,-524,-327,-2323,-2711,-607,-1502,-1167,1830,-333
-418,-115,-724,3393,-686,-971,2388,-128,-120,-1979,-2292,-358,-1148,-761,-2240,82
-366,20,-709,3593,-675,-1059,2283,-194,-160,-1955,-2306,-228,-1146,-786,-3369,1
-321,-17,-648,3363,-773,-1106,2315,-143,-191,-1885,-2279,-162,-1103,-735,-3565,90
-278,-37,-697,3239,-805,-1206,2426,-90,-192,-1927,-2328,-113,-1084,-707,-2049,94
